"","Term","Coefficient","SE","T.statistic","P.value"
"1","(Intercept)","2.47567e-07","8.8676e-08","2.791825837556","0.006"
"2","languagefr","3.06211e-07","1.25835e-07","2.433433751849","0.016"
"3","languagege","1.41483e-07","1.25835e-07","1.124354804462","0.26"
