"","Term","Coefficient","SE","T.statistic","P.value"
"1","(Intercept)","-15.870436657971","0.381802433667","-41.567143785736","< 0.001"
"2","languagefr","0.682763614108","0.181719465583","3.757239830728","< 0.001"
"3","languagege","0.488165094174","0.181719465583","2.686366551915","0.008"
"4","domain_idb","-0.20421006623","0.449649086131","-0.454154300607","0.65"
"5","domain_idc","1.328920959487","0.485676522081","2.736226478052","0.007"
"6","domain_ide","-0.841909085687","0.449649086131","-1.872369168882","0.063"
"7","domain_idf","-1.104664552468","0.449649086131","-2.456725892572","0.015"
"8","domain_idi","0.6822561993","0.449649086131","1.517308097235","0.13"
"9","domain_idk","-0.506340650995","0.449649086131","-1.12607957319","0.26"
"10","domain_idm","0.042630950484","0.445721474747","0.095644820587","0.92"
"11","domain_idn","-0.987706748641","0.449649086131","-2.196616826559","0.029"
"12","domain_ido","-0.237097666182","0.449649086131","-0.527294891716","0.6"
"13","domain_idp","1.014151765653","0.449649086131","2.255429393575","0.025"
"14","domain_idr","-0.141119904194","0.449649086131","-0.313844525757","0.75"
"15","domain_ids","0.341594312722","0.449649086131","0.759690886201","0.45"
