"","Term","Coefficient","SE","T.statistic","P.value"
"1","(Intercept)","4.37573e-07","1.13025e-07","3.871483285527","< 0.001"
"2","languagefr","3.08814e-07","1.24293e-07","2.484570106595","0.014"
"3","languagege","1.44086e-07","1.24293e-07","1.159247468693","0.25"
"4","superdomainintertextuality","-2.50512e-07","1.23881e-07","-2.02220702619","0.044"
"5","superdomainnatural_phenomena","-3.24903e-07","1.25147e-07","-2.596171728686","0.01"
